ImageNumber,Image_Metadata_GeneID,Image_Metadata_Plate,Image_Metadata_Well,Signal
2536,CIR1,P43,C07,647
2537,TBPL1,P43,C08,688
2538,MXD4,P43,C09,680
2539,RBM39,P43,C10,769
2540,neg,P43,C11,625
2541,neg,P43,D02,658
2542,DRAP1,P43,D03,631
2543,HEXIM1,P43,D04,615
2544,NCOA2,P43,D05,620
2545,neg,P43,D06,681
2546,RBCK1,P43,D07,731
2547,CARM1,P43,D08,632
2548,CREB3,P43,D09,648
2549,DEAF1,P43,D10,691
2550,ZHX3,P43,D11,692
2551,Pos,P43,E02,1055
2552,CIR1,P43,E03,711
2553,SOX13,P43,E04,881
2554,Ebf1,P43,E05,791
2555,CREB3,P43,E06,689
2556,TBPL1,P43,E07,792
2557,ZHX3,P43,E08,755
2558,HEXIM1,P43,E09,652
2559,DRAP1,P43,E10,630
2560,NCOA2,P43,E11,589
2561,neg,P43,F02,638
2562,HTATIP2,P43,F03,649
2563,RBCK1,P43,F04,714
2564,NR1D1,P43,F05,633
2565,RBM39,P43,F06,720
2566,MXD4,P43,F07,556
2567,SOX13,P43,F08,750
2568,neg,P43,F09,654
2569,CARM1,P43,F10,568
2570,RBM39,P43,F11,712
2571,Pos,P43,G02,960
2572,NCOA2,P43,G03,620
2573,CARM1,P43,G04,592
2574,CREB3,P43,G05,661
2575,ZHX3,P43,G06,713
2576,DEAF1,P43,G07,691
2577,Ebf1,P43,G08,741
2578,MYBBP1A,P43,G09,583
2579,NR1D1,P43,G10,553
2580,CIR1,P43,G11,680
2581,neg,P44,B02,636
2582,ANKLE2,P44,B03,683
2583,MLL3,P44,B04,691
2584,ANKIB1,P44,B05,663
2585,NA,P44,B06,785
2586,CREBZF,P44,B07,624
2587,MMS19,P44,B08,672
2588,NA,P44,B09,736
2589,Ebf1,P44,B10,772
2590,BRWD1,P44,B11,678
2591,Pos,P44,C02,1103
2592,NA,P44,C03,729
2593,MMS19,P44,C04,766
2594,CREBZF,P44,C05,715
2595,NA,P44,C06,853
2596,KHDRBS1,P44,C07,692
2597,ANKLE2,P44,C08,771
2598,NA,P44,C09,787
2599,GLIS2,P44,C10,753
2600,neg,P44,C11,714
2601,neg,P44,D02,606
2602,NA,P44,D03,739
2603,NA,P44,D04,749
2604,ANKRA2,P44,D05,668
2605,neg,P44,D06,694
2606,NA,P44,D07,736
2607,RCOR1,P44,D08,668
2608,DIP2A,P44,D09,704
2609,ANKIB1,P44,D10,640
2610,PHF5A,P44,D11,669
2611,Pos,P44,E02,1183
2612,KHDRBS1,P44,E03,734
2613,MLL3,P44,E04,687
2614,Ebf1,P44,E05,838
2615,DIP2A,P44,E06,764
2616,ANKLE2,P44,E07,597
2617,PHF5A,P44,E08,641
2618,NA,P44,E09,781
2619,NA,P44,E10,775
2620,ANKRA2,P44,E11,704
2621,neg,P44,F02,627
2622,MMS19,P44,F03,650
2623,NA,P44,F04,782
2624,BRWD1,P44,F05,604
2625,GLIS2,P44,F06,753
2626,NA,P44,F07,687
2627,MLL3,P44,F08,747
2628,neg,P44,F09,718
2629,RCOR1,P44,F10,630
2630,GLIS2,P44,F11,673
2631,Pos,P44,G02,1037
2632,ANKRA2,P44,G03,650
2633,RCOR1,P44,G04,667
2634,DIP2A,P44,G05,621
2635,PHF5A,P44,G06,625
2636,ANKIB1,P44,G07,611
2637,Ebf1,P44,G08,864
2638,CREBZF,P44,G09,616
2639,BRWD1,P44,G10,612
2640,KHDRBS1,P44,G11,681
